# count	accession	asmId	sciName	comName	taxId	bioSample	asmType	asmLevel	asmData	submitter	asmSize	maskedPerCent	primary/secondary	VGPClade
431	GCA_963921485.1	GCA_963921485.1_norwegian_landrace	Sus scrofa	pig (Norwegian landrace 2024)	9823	SAMEA115082662	haploid	Chromosome	11 Jan 2024	NORWEGIAN UNIVERSITY OF LIFE SCIENCES	 2,633,804,377	39.60	secondary	mammals
432	GCA_963921795.1	GCA_963921795.1_fNanAch1.1	Nannobrachium achirus	lantern fish (primary hap 2024)	473322	SAMEA12815432	haploid (principal pseudohaplotype of diploid)	Chromosome	09 Feb 2024	WELLCOME SANGER INSTITUTE	 1,658,848,640	54.08	primary	fish
433	GCA_963924005.1	GCA_963924005.1_fProBol1.1	Protomyctophum bolini	Bolin's lanternfish (primary hap 2024)	443714	SAMEA12815434	haploid (principal pseudohaplotype of diploid)	Chromosome	19 Jan 2024	WELLCOME SANGER INSTITUTE	 1,148,224,649	47.04	primary	fish
434	GCA_963924515.1	GCA_963924515.1_mVesMur1.1	Vespertilio murinus	particolored bat (primary hap 2024)	59485	SAMEA112247422	haploid (principal pseudohaplotype of diploid)	Chromosome	29 Jan 2024	WELLCOME SANGER INSTITUTE	 1,925,577,803	37.48	primary	mammals
435	GCA_963924565.1	GCA_963924565.1_kaAscAspe10.1	Ascidiella aspersa	tunicate A.aspersa (primary hap 2024)	201961	SAMEA110449820	haploid (principal pseudohaplotype of diploid)	Chromosome	29 Jan 2024	WELLCOME SANGER INSTITUTE	   308,571,401	35.09	primary	otherChordates
436	GCA_963924665.1	GCA_963924665.1_mMicMin1.1	Micromys minutus	European harvest mouse (primary hap 2024)	13151	SAMEA112468042	haploid (principal pseudohaplotype of diploid)	Chromosome	29 Jan 2024	WELLCOME SANGER INSTITUTE	 2,651,787,409	42.52	primary	mammals
437	GCA_963932225.1	GCA_963932225.1_bLarFus1.1	Larus fuscus	lesser black-backed gull (primary hap 2024)	8915	SAMEA112468039	haploid (principal pseudohaplotype of diploid)	Chromosome	07 Feb 2024	WELLCOME SANGER INSTITUTE	 1,324,286,540	27.18	primary	birds
438	GCA_963969265.1	GCA_963969265.1_fRhaChi2.1	Rhamphochromis sp. 'chilingali'	Malawi cichlid R.sp.'chilingali' (2024)	454631	SAMEA112818853	haploid	Chromosome	26 Feb 2024	WELLCOME SANGER INSTITUTE	   921,184,210	38.20	primary	fish
439	GCA_963971535.1	GCA_963971535.1_fNotCoa1.1	Notolepis coatsorum	Antarctic jonasfish (primary hap 2024)	948063	SAMEA8748806	haploid (principal pseudohaplotype of diploid)	Chromosome	07 Mar 2024	WELLCOME SANGER INSTITUTE	 3,427,809,033	68.42	primary	fish
440	GCA_963989245.1	GCA_963989245.1_fNanAnt1.1	Nansenia antarctica	pencil smelt N.antarctica (primary hap 2024)	443705	SAMEA8748805	haploid (principal pseudohaplotype of diploid)	Chromosome	11 Mar 2024	WELLCOME SANGER INSTITUTE	 1,085,794,659	48.79	primary	fish
441	GCA_963989345.1	GCA_963989345.1_bClaHye2.1	Clangula hyemalis	long-tailed duck (primary hap 2024)	197941	SAMEA112468035	haploid (principal pseudohaplotype of diploid)	Chromosome	14 Mar 2024	WELLCOME SANGER INSTITUTE	 1,206,104,048	26.17	primary	birds
442	GCA_963993115.1	GCA_963993115.1_fAbrBra2.1	Abramis brama	common bream (primary hap 2024)	38527	SAMEA11296536	haploid (principal pseudohaplotype of diploid)	Chromosome	16 Mar 2024	WELLCOME SANGER INSTITUTE	 1,108,218,292	48.57	primary	fish
443	GCA_964030765.1	GCA_964030765.1_fMicPou1.1	Micromesistius poutassou	blue whiting (primary hap 2024)	81636	SAMEA111457552	haploid (principal pseudohaplotype of diploid)	Chromosome	20 Apr 2024	WELLCOME SANGER INSTITUTE	   520,636,573	33.91	primary	fish
444	GCA_964034855.1	GCA_964034855.1_bAnsBra1.1	Anser brachyrhynchus	pink-footed goose (primary hap 2024)	132585	SAMEA112468040	haploid (principal pseudohaplotype of diploid)	Chromosome	27 Apr 2024	WELLCOME SANGER INSTITUTE	 1,287,337,719	20.21	primary	birds
445	GCA_964035555.1	GCA_964035555.1_bNetRuf1.1	Netta rufina	red-crested pochard (primary hap 2024)	30387	SAMEA112468124	haploid (principal pseudohaplotype of diploid)	Chromosome	29 Apr 2024	WELLCOME SANGER INSTITUTE	 1,166,978,622	14.68	primary	birds
446	GCA_964059295.1	GCA_964059295.1_bNumArq3.hap2.1	Numenius arquata	Eurasian curlew (hap2 2024)	31919	SAMEA112693994	haploid	Scaffold	29 May 2024	WELLCOME SANGER INSTITUTE	 1,198,356,613	24.54	secondary	birds
447	GCA_964059595.1	GCA_964059595.1_bBucCla1.1	Bucephala clangula	common goldeneye (primary hap 2024)	107022	SAMEA112468123	haploid (principal pseudohaplotype of diploid)	Chromosome	06 Jun 2024	WELLCOME SANGER INSTITUTE	 1,190,938,797	15.68	primary	birds
448	GCA_964094495.2	GCA_964094495.2_mMyoMys1.hap1.1	Myotis mystacinus	whiskered bat (hap1 2024)	109479	SAMEA114250307	haploid	Chromosome	12 Jun 2024	WELLCOME SANGER INSTITUTE	 2,081,199,042	37.63	primary	mammals
449	GCA_964106205.1	GCA_964106205.1_mNeoVis2.hap2.1	Neogale vison	American mink (hap2 2024)	452646	SAMEA112468126	haploid	Chromosome	06 Jun 2024	WELLCOME SANGER INSTITUTE	 2,662,777,898	37.60	secondary	mammals
450	GCA_964106545.1	GCA_964106545.1_mNeoVis2.hap1.1	Neogale vison	American mink (hap1 2024)	452646	SAMEA112468126	haploid	Chromosome	06 Jun 2024	WELLCOME SANGER INSTITUTE	 2,697,147,479	39.10	primary	mammals
451	GCA_964106635.2	GCA_964106635.2_rPodPit1.hap2.2	Podarcis pityusensis	lizards P.pityusensis (rPodPit1.hap2.2 2024)	74359	SAMEA114217797	haploid	Chromosome	05 Jul 2024	WELLCOME SANGER INSTITUTE	 1,417,079,496	37.15	secondary	reptiles
452	GCA_964106645.2	GCA_964106645.2_rPodPit1.hap1.2	Podarcis pityusensis	lizards P.pityusensis (rPodPit1.hap1.2 2024)	74359	SAMEA114217797	haploid	Chromosome	06 Jul 2024	WELLCOME SANGER INSTITUTE	 1,515,373,509	44.72	primary	reptiles
453	GCA_964106785.1	GCA_964106785.1_rPodGai1.hap2.1	Podarcis gaigeae	Skyros wall lizard (rPodGai1.hap2.1 2024)	90521	SAMEA114217796	haploid	Chromosome	06 Jun 2024	WELLCOME SANGER INSTITUTE	 1,422,314,362	37.52	secondary	reptiles
454	GCA_964106825.2	GCA_964106825.2_mVulVul1.hap1.2	Vulpes vulpes	red fox (hap1 2024)	9627	SAMEA113398840	haploid	Chromosome	27 Jun 2024	WELLCOME SANGER INSTITUTE	 2,411,727,275	33.01	primary	mammals
455	GCA_964106855.1	GCA_964106855.1_bGruGru1.hap1.1	Grus grus	Eurasian crane (hap1 2024)	40816	SAMEA113398837	haploid	Chromosome	06 Jun 2024	WELLCOME SANGER INSTITUTE	 1,352,282,554	18.19	primary	birds
456	GCA_964106895.1	GCA_964106895.1_bNumArq3.hap1.1	Numenius arquata	Eurasian curlew (hap1 2024)	31919	SAMEA112693994	haploid	Chromosome	06 Jun 2024	WELLCOME SANGER INSTITUTE	 1,348,876,333	15.90	primary	birds
457	GCA_964106915.2	GCA_964106915.2_rPodGai1.hap1.2	Podarcis gaigeae	Skyros wall lizard (v2 hap1 2024)	90521	SAMEA114217796	haploid	Chromosome	17 Sep 2024	WELLCOME SANGER INSTITUTE	 1,514,643,635	44.27	primary	reptiles
458	GCA_964106925.2	GCA_964106925.2_mVulVul1.hap2.2	Vulpes vulpes	red fox (hap2 2024)	9627	SAMEA113398840	haploid	Chromosome	27 Jun 2024	WELLCOME SANGER INSTITUTE	 2,398,532,178	33.10	secondary	mammals
459	GCA_964145185.2	GCA_964145185.2_mMinSch1.hap2.2	Miniopterus schreibersii	Schreibers' long-fingered bat (v2 hap2 2025)	9433	SAMEA113980738	haploid	Scaffold	05 Apr 2025	WELLCOME SANGER INSTITUTE	 1,699,631,453	33.74	secondary	mammals
460	GCA_964146895.2	GCA_964146895.2_mMinSch1.hap1.2	Miniopterus schreibersii	Schreibers' long-fingered bat (v2 hap1 2025)	9433	SAMEA113980738	haploid	Chromosome	05 Apr 2025	WELLCOME SANGER INSTITUTE	 1,850,590,334	34.45	primary	mammals
461	GCA_964148845.1	GCA_964148845.1_mMesBid2.hap2.1	Mesoplodon bidens	Sowerby's beaked whale (hap2 2024)	48745	SAMEA112165298	haploid	Chromosome	06 Jun 2024	WELLCOME SANGER INSTITUTE	 2,732,770,104	43.69	secondary	mammals
462	GCA_964165515.1	GCA_964165515.1_mMesBid2.hap1.1	Mesoplodon bidens	Sowerby's beaked whale (hap1 2024)	48745	SAMEA112165298	haploid	Chromosome	06 Jun 2024	WELLCOME SANGER INSTITUTE	 2,999,098,505	47.27	primary	mammals
463	GCA_964187855.1	GCA_964187855.1_kmMyxGlut1.1	Myxine glutinosa	Atlantic hagfish (primary hap 2024)	7769	SAMEA12790223	haploid (principal pseudohaplotype of diploid)	Chromosome	18 Jun 2024	WELLCOME SANGER INSTITUTE	 3,057,523,704	78.59	primary	otherChordates
464	GCA_964187965.1	GCA_964187965.1_klBraLanc2.hap1.1	Branchiostoma lanceolatum	amphioxus (hap1.1 2024)	7740	SAMEA111562176	haploid	Chromosome	21 Jun 2024	WELLCOME SANGER INSTITUTE	   468,418,021	27.66	secondary	invertebrate
465	GCA_964188175.1	GCA_964188175.1_rPodSic1.hap1.1	Podarcis siculus	Italian wall lizard (rPodSic1.hap1.1 2024)	65484	SAMEA115336774	haploid	Chromosome	21 Jun 2024	WELLCOME SANGER INSTITUTE	 1,571,381,643	46.57	primary	reptiles
466	GCA_964188305.1	GCA_964188305.1_rPodBoc1.hap1.1	Podarcis bocagei	lizards P.bocagei (rPodBoc1.hap1.1 2024)	90520	SAMEA115336769	haploid	Chromosome	21 Jun 2024	WELLCOME SANGER INSTITUTE	 1,615,206,822	48.75	primary	reptiles
467	GCA_964188315.1	GCA_964188315.1_rPodMur119.hap1.1	Podarcis muralis	common wall lizard (hap1 2024)	64176	SAMEA115336776	haploid	Chromosome	21 Jun 2024	WELLCOME SANGER INSTITUTE	 1,522,641,370	44.97	primary	reptiles
468	GCA_964188325.1	GCA_964188325.1_rPodBoc1.hap2.1	Podarcis bocagei	lizards P.bocagei (rPodBoc1.hap2.1 2024)	90520	SAMEA115336769	haploid	Chromosome	21 Jun 2024	WELLCOME SANGER INSTITUTE	 1,473,581,329	39.42	secondary	reptiles
469	GCA_964188335.1	GCA_964188335.1_bAnaPla2.hap2.1	Anas platyrhynchos	mallard (hap2 2024)	8839	SAMEA113398833	haploid	Scaffold	19 Jun 2024	WELLCOME SANGER INSTITUTE	 1,136,573,142	26.25	secondary	birds
470	GCA_964188345.1	GCA_964188345.1_bAnaPla2.hap1.1	Anas platyrhynchos	mallard (hap1 2024)	8839	SAMEA113398833	haploid	Chromosome	21 Jun 2024	WELLCOME SANGER INSTITUTE	 1,300,248,985	21.79	primary	birds
471	GCA_964188355.1	GCA_964188355.1_bButBut1.hap1.1	Buteo buteo	common buzzard (bButBut1.hap1.1 2024)	30397	SAMEA114594453	haploid	Chromosome	21 Jun 2024	WELLCOME SANGER INSTITUTE	 1,303,700,921	14.18	primary	birds
472	GCA_964188365.1	GCA_964188365.1_rPodMur119.hap2.1	Podarcis muralis	common wall lizard (hap2 2024)	64176	SAMEA115336776	haploid	Scaffold	19 Jun 2024	WELLCOME SANGER INSTITUTE	 1,433,931,530	37.85	secondary	reptiles
473	GCA_964188375.1	GCA_964188375.1_bButBut1.hap2.1	Buteo buteo	common buzzard (bButBut1.hap2.1 2024)	30397	SAMEA114594453	haploid	Scaffold	19 Jun 2024	WELLCOME SANGER INSTITUTE	 1,330,554,072	25.08	secondary	birds
474	GCA_964188395.1	GCA_964188395.1_rPodSic1.hap2.1	Podarcis siculus	Italian wall lizard (rPodSic1.hap2.1 2024)	65484	SAMEA115336774	haploid	Scaffold	19 Jun 2024	WELLCOME SANGER INSTITUTE	 1,455,930,776	38.73	secondary	reptiles
475	GCA_964188405.1	GCA_964188405.1_fProPar1.1	Protomyctophum parallelum	parallel lanternfish (primary hap 2024)	1091426	SAMEA12815440	haploid (principal pseudohaplotype of diploid)	Chromosome	21 Jun 2024	WELLCOME SANGER INSTITUTE	 1,235,328,005	53.94	primary	fish
476	GCA_964188415.1	GCA_964188415.1_fProPar1.1_alternate_haplotype	Protomyctophum parallelum	parallel lanternfish (alternate hap 2024)	1091426	SAMEA12815440	alternate-pseudohaplotype	Chromosome	21 Jun 2024	WELLCOME SANGER INSTITUTE	 1,013,731,500	46.52	secondary	fish
477	GCA_964194105.1	GCA_964194105.1_mSpeCit3.1	Spermophilus citellus	European suslik (primary hap 2024)	9997	SAMEA10332752	haploid (principal pseudohaplotype of diploid)	Chromosome	28 Jun 2024	WELLCOME SANGER INSTITUTE	 3,090,049,053	41.35	primary	mammals
478	GCA_964194135.1	GCA_964194135.1_mTalEur1.hap1.1	Talpa europaea	European mole (hap1 2024)	9375	SAMEA112468127	haploid	Chromosome	28 Jun 2024	WELLCOME SANGER INSTITUTE	 2,061,000,977	32.53	primary	mammals
479	GCA_964194155.1	GCA_964194155.1_sCetMax3.hap1.1	Cetorhinus maximus	basking shark (sCetMax3.hap1.1 2024)	57982	SAMEA113902670	haploid	Chromosome	28 Jun 2024	WELLCOME SANGER INSTITUTE	 3,993,866,540	65.99	primary	sharks
480	GCA_964194165.1	GCA_964194165.1_sCetMax3.hap2.1	Cetorhinus maximus	basking shark (sCetMax3.hap2.1 2024)	57982	SAMEA113902670	haploid	Scaffold	27 Jun 2024	WELLCOME SANGER INSTITUTE	 3,817,333,378	67.08	secondary	sharks
481	GCA_964194185.1	GCA_964194185.1_mRhiHip2.hap1.1	Rhinolophus hipposideros	lesser horseshoe bat (hap1 2024)	77218	SAMEA113980802	haploid	Chromosome	28 Jun 2024	WELLCOME SANGER INSTITUTE	 2,171,328,640	33.62	primary	mammals
482	GCA_964194205.1	GCA_964194205.1_mTalEur1.hap2.1	Talpa europaea	European mole (hap2 2024)	9375	SAMEA112468127	haploid	Scaffold	27 Jun 2024	WELLCOME SANGER INSTITUTE	 2,056,471,431	33.58	secondary	mammals
483	GCA_964194215.1	GCA_964194215.1_mRhiHip2.hap2.1	Rhinolophus hipposideros	lesser horseshoe bat (hap2 2024)	77218	SAMEA113980802	haploid	Scaffold	27 Jun 2024	WELLCOME SANGER INSTITUTE	 2,240,459,116	34.27	secondary	mammals
484	GCA_964194405.1	GCA_964194405.1_rVipBer3.hap2.1	Vipera berus	adder (hap2 2024)	31155	SAMEA114293681	haploid	Scaffold	27 Jun 2024	WELLCOME SANGER INSTITUTE	 1,476,666,783	48.46	secondary	reptiles
485	GCA_964194415.1	GCA_964194415.1_rVipBer3.hap1.1	Vipera berus	adder (hap1 2024)	31155	SAMEA114293681	haploid	Chromosome	28 Jun 2024	WELLCOME SANGER INSTITUTE	 1,695,017,208	50.49	primary	reptiles
486	GCA_964195595.2	GCA_964195595.2_bCalBor7.hap1.2	Calonectris borealis	Cory's shearwater (hap1.2 2024)	1323832	SAMEA114294356	haploid	Chromosome	24 Jul 2024	WELLCOME SANGER INSTITUTE	 1,366,205,003	24.91	primary	birds
487	GCA_964195625.1	GCA_964195625.1_mMyoMys1.hap2.1	Myotis mystacinus	whiskered bat (hap2 2024)	109479	SAMEA114250307	haploid	Chromosome	30 Jun 2024	WELLCOME SANGER INSTITUTE	 1,943,289,057	36.81	secondary	mammals
488	GCA_964196065.2	GCA_964196065.2_bCalBor7.hap2.2	Calonectris borealis	Cory's shearwater (hap2.2 2024)	1323832	SAMEA114294356	haploid	Chromosome	23 Jul 2024	WELLCOME SANGER INSTITUTE	 1,211,470,109	23.68	secondary	birds
489	GCA_964197995.1	GCA_964197995.1_fScaEry2.hap1.1	Scardinius erythrophthalmus	rudd (fScaEry2.hap1.1 2024)	58319	SAMEA11296541	haploid	Chromosome	10 Jul 2024	WELLCOME SANGER INSTITUTE	 1,229,666,150	56.16	primary	fish
490	GCA_964198595.1	GCA_964198595.1_kcLamFluv1.1	Lampetra fluviatilis	European river lamprey (primary hap 2024)	7748	SAMEA111528664	haploid (principal pseudohaplotype of diploid)	Chromosome	13 Jul 2024	WELLCOME SANGER INSTITUTE	 1,042,475,189	56.51	primary	otherChordates
491	GCA_964199755.1	GCA_964199755.1_bLarMic1.1	Larus michahellis	yellow-legged gull (primary hap 2024)	119627	SAMEA114211328	haploid (principal pseudohaplotype of diploid)	Chromosome	14 Jul 2024	WELLCOME SANGER INSTITUTE	 1,405,581,498	29.78	primary	birds
492	GCA_964204655.1	GCA_964204655.1_aTriCri1.1	Triturus cristatus	warty newt (primary hap 2024)	8323	SAMEA112468129	haploid (principal pseudohaplotype of diploid)	Chromosome	31 Jul 2024	WELLCOME SANGER INSTITUTE	22,324,633,092	50.89	primary	amphibians
493	GCA_964204865.1	GCA_964204865.1_kaStyClav1.hap1.1	Styela clava	tunicate S.clava (kaStyClav1.hap1.1 2024)	7725	SAMEA7536473	haploid	Chromosome	27 Jul 2024	WELLCOME SANGER INSTITUTE	   377,969,001	38.35	primary	otherChordates
494	GCA_964204955.1	GCA_964204955.1_kaStyClav1.hap2.1	Styela clava	tunicate S.clava (kaStyClav1.hap2.1 2024)	7725	SAMEA7536473	haploid	Scaffold	27 Jul 2024	WELLCOME SANGER INSTITUTE	   381,580,332	39.21	secondary	otherChordates
495	GCA_964205295.1	GCA_964205295.1_aBomVar4.paternal.1	Bombina variegata	yellow-bellied toad (paternal hap 2024)	8348	SAMEA112651403	haploid	Chromosome	29 Jul 2024	WELLCOME SANGER INSTITUTE	 9,369,791,316	70.82	primary	amphibians
496	GCA_964205305.1	GCA_964205305.1_aBomVar4.maternal.1	Bombina variegata	yellow-bellied toad (maternal hap 2024)	8348	SAMEA112651403	haploid	Chromosome	29 Jul 2024	WELLCOME SANGER INSTITUTE	 9,112,230,460	70.74	secondary	amphibians
497	GCA_964211785.1	GCA_964211785.1_bAnsAns1.hap2.1	Anser anser	Domestic goose (bAnsAns1.hap2.1 2024)	8843	SAMEA113398854	haploid	Chromosome	31 Jul 2024	WELLCOME SANGER INSTITUTE	 1,168,290,161	26.78	secondary	birds
498	GCA_964211795.1	GCA_964211795.1_bAytFer1.hap2.1	Aythya ferina	common pochard (bAytFer1.hap2.1 2024)	219593	SAMEA112468034	haploid	Scaffold	30 Jul 2024	WELLCOME SANGER INSTITUTE	 1,103,588,439	25.38	secondary	birds
499	GCA_964211825.1	GCA_964211825.1_bAytFer1.hap1.1	Aythya ferina	common pochard (bAytFer1.hap1.1 2024)	219593	SAMEA112468034	haploid	Chromosome	31 Jul 2024	WELLCOME SANGER INSTITUTE	 1,252,319,576	19.38	primary	birds
500	GCA_964211835.1	GCA_964211835.1_bAnsAns1.hap1.1	Anser anser	Domestic goose (bAnsAns1.hap1.1 2024)	8843	SAMEA113398854	haploid	Chromosome	31 Jul 2024	WELLCOME SANGER INSTITUTE	 1,313,455,045	20.75	primary	birds
501	GCA_964212025.2	GCA_964212025.2_mMyoNat1.hap2.2	Myotis nattereri	Natterer's bat (hap2.2 2025)	109481	SAMEA114614248	haploid	Scaffold	28 Mar 2025	WELLCOME SANGER INSTITUTE	 1,932,610,702	38.23	secondary	mammals
502	GCA_964212035.2	GCA_964212035.2_mMyoNat1.hap1.2	Myotis nattereri	Natterer's bat (hap1.2 2025)	109481	SAMEA114614248	haploid	Chromosome	28 Mar 2025	WELLCOME SANGER INSTITUTE	 2,138,592,721	39.05	primary	mammals
503	GCA_964213995.1	GCA_964213995.1_sMusAst1.hap1.1	Mustelus asterias	starry smooth-hound (sMusAst1.hap1.1 2024)	112232	SAMEA114298637	haploid	Chromosome	22 Aug 2024	WELLCOME SANGER INSTITUTE	 3,679,792,345	65.58	primary	sharks
504	GCA_964214025.1	GCA_964214025.1_sMusAst1.hap2.1	Mustelus asterias	starry smooth-hound (sMusAst1.hap2.1 2024)	112232	SAMEA114298637	haploid	Scaffold	10 Aug 2024	WELLCOME SANGER INSTITUTE	 3,476,679,425	53.51	secondary	sharks
505	GCA_964234715.1	GCA_964234715.1_rPodMel1.hap1.1	Podarcis melisellensis	lizards P.melisellensis (rPodMel1.hap1.1 2024)	65482	SAMEA115336775	haploid	Chromosome	31 Aug 2024	WELLCOME SANGER INSTITUTE	 1,574,923,724	46.82	primary	reptiles
506	GCA_964234825.1	GCA_964234825.1_rPodMel1.hap2.1	Podarcis melisellensis	lizards P.melisellensis (rPodMel1.hap2.1 2024)	65482	SAMEA115336775	haploid	Chromosome	31 Aug 2024	WELLCOME SANGER INSTITUTE	 1,437,044,901	37.90	secondary	reptiles
507	GCA_964237395.1	GCA_964237395.1_bGalChl1.hap2.1	Gallinula chloropus	common moorhen (bGalChl1.hap2.1 2024)	9123	SAMEA113398958	haploid	Scaffold	29 Aug 2024	WELLCOME SANGER INSTITUTE	 1,208,559,276	22.35	secondary	birds
508	GCA_964237585.1	GCA_964237585.1_bGalChl1.hap1.1	Gallinula chloropus	common moorhen (bGalChl1.hap1.1 2024)	9123	SAMEA113398958	haploid	Chromosome	31 Aug 2024	WELLCOME SANGER INSTITUTE	 1,282,411,533	19.18	primary	birds
509	GCA_964251985.1	GCA_964251985.1_rPodErh1.hap2.1	Podarcis erhardii	lizards P.erhardii (rPodErh1.hap2.1 2024)	140042	SAMEA115336771	haploid	Scaffold	29 Aug 2024	WELLCOME SANGER INSTITUTE	 1,477,748,000	37.96	secondary	reptiles
510	GCA_964252035.1	GCA_964252035.1_rPodErh1.hap1.1	Podarcis erhardii	lizards P.erhardii (rPodErh1.hap1.1 2024)	140042	SAMEA115336771	haploid	Chromosome	31 Aug 2024	WELLCOME SANGER INSTITUTE	 1,495,994,634	44.82	primary	reptiles
511	GCA_964261635.1	GCA_964261635.1_aLisHel1.1	Lissotriton helveticus	palmate newt (primary hap 2024)	256425	SAMEA110240860	haploid (principal pseudohaplotype of diploid)	Chromosome	17 Oct 2024	WELLCOME SANGER INSTITUTE	23,170,028,842	63.58	primary	amphibians
512	GCA_964263255.1	GCA_964263255.1_aLisVul1.1	Lissotriton vulgaris	common newt (primary hap 2024)	8324	SAMEA110240861	haploid (principal pseudohaplotype of diploid)	Chromosome	17 Oct 2024	WELLCOME SANGER INSTITUTE	24,226,223,864	63.80	primary	amphibians
513	GCA_964263835.1	GCA_964263835.1_fCorLav1.hap2.1	Coregonus lavaretus	common whitefish (fCorLav1.hap2.1 2024)	59291	SAMEA111528661	haploid	Scaffold	15 Sep 2024	WELLCOME SANGER INSTITUTE	 2,352,365,286	61.14	secondary	fish
514	GCA_964263955.1	GCA_964263955.1_fCorLav1.hap1.1	Coregonus lavaretus	common whitefish (fCorLav1.hap1.1 2024)	59291	SAMEA111528661	haploid	Chromosome	15 Sep 2024	WELLCOME SANGER INSTITUTE	 2,842,862,595	62.01	primary	fish
515	GCA_964264875.2	GCA_964264875.2_mNycLei1.hap1.2	Nyctalus leisleri	lesser noctule (v2 hap1 2025)	59465	SAMEA114250308	haploid	Chromosome	03 Apr 2025	WELLCOME SANGER INSTITUTE	 2,226,338,041	42.54	primary	mammals
516	GCA_964264895.2	GCA_964264895.2_mNycLei1.hap2.2	Nyctalus leisleri	lesser noctule (v2 hap2 2025)	59465	SAMEA114250308	haploid	Scaffold	02 Apr 2025	WELLCOME SANGER INSTITUTE	 2,021,249,169	40.67	secondary	mammals
517	GCA_964266715.1	GCA_964266715.1_fMicKit1.1	Microstomus kitt	lemon sole (primary hap 2024)	106175	SAMEA114298639	haploid (principal pseudohaplotype of diploid)	Chromosome	26 Sep 2024	WELLCOME SANGER INSTITUTE	   752,333,918	39.40	primary	fish
518	GCA_964270875.1	GCA_964270875.1_rPodFil1.hap2.1	Podarcis filfolensis	Filfola wall lizard (rPodFil1.hap2.1 2024)	65481	SAMEA113403362	haploid	Scaffold	30 Sep 2024	WELLCOME SANGER INSTITUTE	 1,404,018,672	36.85	secondary	reptiles
519	GCA_964270895.1	GCA_964270895.1_rPodFil1.hap1.1	Podarcis filfolensis	Filfola wall lizard (rPodFil1.hap1.1 2024)	65481	SAMEA113403362	haploid	Chromosome	29 Sep 2024	WELLCOME SANGER INSTITUTE	 1,506,966,124	44.61	primary	reptiles
520	GCA_964270905.1	GCA_964270905.1_mLagAcu1.hap1.1	Lagenorhynchus acutus	Atlantic white-sided dolphin (mLagAcu1.hap1.1 2024)	3371109	SAMEA114493133	haploid	Chromosome	29 Sep 2024	WELLCOME SANGER INSTITUTE	 2,676,209,414	42.45	primary	mammals
521	GCA_964270935.1	GCA_964270935.1_mLagAcu1.hap2.1	Lagenorhynchus acutus	Atlantic white-sided dolphin (mLagAcu1.hap2.1 2024)	3371109	SAMEA114493133	haploid	Scaffold	30 Sep 2024	WELLCOME SANGER INSTITUTE	 2,422,718,875	39.19	secondary	mammals
522	GCA_964271855.1	GCA_964271855.1_mAcoMin1	Acomys minous	Crete spiny mouse (2024)	83528	SAMEA112751364	haploid	Chromosome	03 Oct 2024	Genoscope CEA	 2,350,237,540	34.04	primary	mammals
523	GCA_964273445.1	GCA_964273445.1_bStrDea1.hap1.1	Streptopelia decaocto	Eurasian collared-dove (bStrDea1.hap1.1 2024)	177147	SAMEA113398962	haploid	Chromosome	04 Oct 2024	WELLCOME SANGER INSTITUTE	 1,290,957,608	21.55	primary	birds
524	GCA_964273585.1	GCA_964273585.1_bStrDea1.hap2.1	Streptopelia decaocto	Eurasian collared-dove (bStrDea1.hap2.1 2024)	177147	SAMEA113398962	haploid	Chromosome	04 Oct 2024	WELLCOME SANGER INSTITUTE	 1,200,501,445	25.49	secondary	birds
525	GCA_964273705.1	GCA_964273705.1_rNatHel1.hap1.1	Natrix helvetica	snake N.helvetica (rNatHel1.hap1.1 2024)	2025560	SAMEA114598156	haploid	Chromosome	05 Oct 2024	WELLCOME SANGER INSTITUTE	 1,777,516,490	52.38	primary	reptiles
526	GCA_964273795.1	GCA_964273795.1_rNatHel1.hap2.1	Natrix helvetica	snake N.helvetica (rNatHel1.hap2.1 2024)	2025560	SAMEA114598156	haploid	Scaffold	04 Oct 2024	WELLCOME SANGER INSTITUTE	 1,513,526,581	43.90	secondary	reptiles
527	GCA_964276385.1	GCA_964276385.1_fGasAcu3.hap2.1	Gasterosteus aculeatus	three-spined stickleback (hap2 2024)	69293	SAMEA11296546	haploid	Scaffold	25 Oct 2024	WELLCOME SANGER INSTITUTE	   457,351,142	27.07	secondary	fish
528	GCA_964276395.1	GCA_964276395.1_fGasAcu3.hap1.1	Gasterosteus aculeatus	three-spined stickleback (hap1 2024)	69293	SAMEA11296546	haploid	Chromosome	28 Oct 2024	WELLCOME SANGER INSTITUTE	   511,155,287	27.34	primary	fish
529	GCA_964289735.1	GCA_964289735.1_bPhaAeh10.maternal.1	Phaethon aethereus	red-billed tropicbird (maternal hap 2024)	37045	SAMEA8228673	haploid	Chromosome	28 Oct 2024	WELLCOME SANGER INSTITUTE	 1,321,027,743	25.01	primary	birds
530	GCA_964289755.1	GCA_964289755.1_bPhaAeh10.paternal.1	Phaethon aethereus	red-billed tropicbird (paternal hap 2024)	37045	SAMEA8228673	haploid	Scaffold	25 Oct 2024	WELLCOME SANGER INSTITUTE	 1,165,860,358	24.47	secondary	birds
531	GCA_964339955.1	GCA_964339955.1_mPipHan1.1	Pipistrellus hanaki	Hanaki's dwarf bat (2024)	412090	SAMEA115799862	haploid	Chromosome	14 Nov 2024	Genoscope CEA	 1,892,221,984	38.42	primary	mammals
